1416638885 0 0 1 0 0 0 0 0 0 0 0 0
1416657063 0 0 2 0 0 0 0 0 0 0 0 0
1416657119 0 0 3 0 0 0 0 0 0 0 0 0
1416663703 0 0 4 0 0 0 0 0 0 0 0 0
1416728283 0 0 5 0 0 0 0 0 0 0 0 0
1416728329 0 0 6 0 0 0 0 0 0 0 0 0
1416728426 0 0 7 0 0 0 0 0 0 0 0 0
1416748856 0 0 8 0 0 0 0 0 0 0 0 0
1416748888 0 0 9 0 0 0 0 0 0 0 0 0
1416748938 0 0 10 0 0 0 0 0 0 0 0 0
1416749010 0 0 11 0 0 0 0 0 0 0 0 0
1416749070 0 0 12 0 0 0 0 0 0 0 0 0
1416752314 0 0 13 0 0 0 0 0 0 0 0 0
1416753307 0 0 14 0 0 0 0 0 0 0 0 0
1416757408 0 0 15 0 0 0 0 0 0 0 0 0
1416757502 0 0 16 0 0 0 0 0 0 0 0 0
1416820295 0 0 17 0 0 0 0 0 0 0 0 0
1416820849 0 0 17 0 1 0 0 0 0 0 0 0
1416824172 0 0 17 0 3 0 0 1 0 0 0 0
1416826860 0 0 18 0 3 0 0 1 0 0 0 0
1416827249 0 0 19 0 3 0 0 1 0 0 0 0
1416855362 0 0 20 0 3 0 0 1 0 0 0 0
1416855418 0 0 20 1 3 0 0 1 0 0 0 0
1416856913 0 0 20 2 3 0 0 1 0 0 0 0
1416857556 0 0 21 2 3 0 0 1 0 0 0 0
1416857972 0 1 21 2 3 0 0 1 0 0 0 0
1416861759 0 1 22 2 3 0 0 1 0 0 0 0
1416861940 0 1 23 2 3 0 0 1 0 0 0 0
1416862106 0 1 24 2 3 0 0 1 0 0 0 0
1416862163 0 1 25 2 3 0 0 1 0 0 0 0
1416862360 0 1 26 2 3 0 0 1 0 0 0 0
1416862475 0 1 27 2 3 0 0 1 0 0 0 0
1416862533 0 1 28 2 3 0 0 1 0 0 0 0
1416863642 0 1 29 2 3 0 0 1 0 0 0 0
1416907464 0 1 30 2 3 0 0 1 0 0 0 0
1416913059 0 1 30 2 3 0 0 1 0 0 0 1
1416938182 0 1 30 3 3 0 0 1 0 0 0 1
1416938233 0 1 30 4 3 0 0 1 0 0 0 1
1416938803 0 1 30 5 3 0 0 1 0 0 0 1
1416938849 0 1 30 6 3 0 0 1 0 0 0 1
1417196557 0 1 31 6 3 0 0 1 0 0 0 1
1417307042 0 1 32 6 3 0 0 1 0 0 0 1
1417311375 0 1 33 6 3 0 0 1 0 0 0 1
1417339113 1 1 33 6 3 0 0 1 0 0 0 1
1417340814 2 1 33 6 3 0 0 1 0 0 0 1
1417362804 3 1 33 6 3 0 0 1 0 0 0 1
1417418419 3 1 33 6 4 0 0 1 0 0 0 1
1417429971 3 1 33 6 5 0 0 1 0 0 0 1
1417431687 3 1 33 6 6 0 0 1 0 0 0 1
1417433389 3 1 33 6 7 0 0 1 0 0 0 1
1417495589 3 1 33 6 8 0 0 1 0 0 0 1
1417506177 3 1 33 6 9 0 0 1 0 0 0 1
1417814144 3 2 33 6 9 0 0 1 0 0 0 1
1417815746 3 3 33 6 9 0 0 1 0 0 0 1
1417816583 3 4 33 6 9 0 0 1 0 0 0 1
1417862430 3 4 33 6 9 0 0 2 0 0 0 1
1417865430 3 4 33 6 9 0 0 3 0 0 0 1
1417899254 3 4 33 6 9 0 0 4 0 0 0 1
1418110648 3 5 33 6 9 0 0 4 0 0 0 1
1418110787 3 6 33 6 9 0 0 4 0 0 0 1
1418110887 3 7 33 6 9 0 0 4 0 0 0 1
1418110926 3 8 33 6 9 0 0 4 0 0 0 1
1418111110 3 9 33 6 9 0 0 4 0 0 0 1
1418111316 3 10 33 6 9 0 0 4 0 0 0 1
1418111555 3 11 33 6 9 0 0 4 0 0 0 1
1418111751 3 12 33 6 9 0 0 4 0 0 0 1
1418111851 3 13 33 6 9 0 0 4 0 0 0 1
1418112013 3 14 33 6 9 0 0 4 0 0 0 1
1418112120 3 15 33 6 9 0 0 4 0 0 0 1
1418126645 3 15 33 6 10 0 0 4 0 0 0 1
1418127400 3 15 33 6 11 0 0 4 0 0 0 1
1418128546 3 15 33 6 12 0 0 4 0 0 0 1
1418137787 3 15 34 6 12 0 0 4 0 0 0 1
1418138028 4 15 34 6 12 0 0 4 0 0 0 1
1418138133 4 15 35 6 12 0 0 4 0 0 0 1
1418138786 5 15 35 6 12 0 0 4 0 0 0 1
1418139054 6 15 35 6 12 0 0 4 0 0 0 1
1418139318 6 15 36 6 12 0 0 4 0 0 0 1
1418140127 7 15 36 6 12 0 0 4 0 0 0 1
1418142702 7 15 37 6 12 0 0 4 0 0 0 1
1418142831 7 15 38 6 12 0 0 4 0 0 0 1
1418147220 8 15 38 6 12 0 0 4 0 0 0 1
1418155544 8 15 39 6 12 0 0 4 0 0 0 1
1418156863 8 15 40 6 12 0 0 4 0 0 0 1
1418158523 8 15 41 6 12 0 0 4 0 0 0 1
1418158579 8 15 42 6 12 0 0 4 0 0 0 1
1418159395 9 15 42 6 12 0 0 4 0 0 0 1
1418161299 10 15 42 6 12 0 0 4 0 0 0 1
1418204747 11 15 42 6 12 0 0 4 0 0 0 1
1418206259 12 15 42 6 12 0 0 4 0 0 0 1
1418210928 13 15 42 6 12 0 0 4 0 0 0 1
1418212217 14 15 42 6 12 0 0 4 0 0 0 1
1418212600 15 15 42 6 12 0 0 4 0 0 0 1
1418216135 16 15 42 6 12 0 0 4 0 0 0 1
1418227707 17 15 42 6 12 0 0 4 0 0 0 1
1418230497 18 15 42 6 12 0 0 4 0 0 0 1
1418232641 19 15 42 6 12 0 0 4 0 0 0 1
1418235245 20 15 42 6 12 0 0 4 0 0 0 1
1418236724 21 15 42 6 12 0 0 4 0 0 0 1
1418250952 21 15 43 6 12 0 0 4 0 0 0 1
1418251078 21 15 44 6 12 0 0 4 0 0 0 1
1418283773 22 15 44 6 12 0 0 4 0 0 0 1
1418283990 23 15 44 6 12 0 0 4 0 0 0 1
1418284424 24 15 44 6 12 0 0 4 0 0 0 1
1418284634 25 15 44 6 12 0 0 4 0 0 0 1
1418301387 25 16 44 6 12 0 0 4 0 0 0 1
1418301501 25 17 44 6 12 0 0 4 0 0 0 1
1418301720 25 18 44 6 12 0 0 4 0 0 0 1
1418301785 25 19 44 6 12 0 0 4 0 0 0 1
1418302551 25 20 44 6 12 0 0 4 0 0 0 1
1418408334 26 20 44 6 12 0 0 4 0 0 0 1
1418408530 27 20 44 6 12 0 0 4 0 0 0 1
1418767982 27 20 45 6 12 0 0 4 0 0 0 1
1418768440 27 20 46 6 12 0 0 4 0 0 0 1
1418768711 27 20 47 6 12 0 0 4 0 0 0 1
1418768906 27 20 48 6 12 0 0 4 0 0 0 1
1418769657 27 20 49 6 12 0 0 4 0 0 0 1
1418770871 27 20 50 6 12 0 0 4 0 0 0 1
1418775705 27 20 51 6 12 0 0 4 0 0 0 1
1418906174 27 20 52 6 12 0 0 4 0 0 0 1
1418907239 27 20 53 6 12 0 0 4 0 0 0 1
1418908328 27 20 54 6 12 0 0 4 0 0 0 1
